accession,original_accessions,pubchem_id,smiles_iso,rt,rt_unit,inchikey,precursor_type,molecular_formula
AU35602749,AU235406;AU235402;AU235403;AU235401;AU235405;AU235404,3488,COC1=C(C=C(C=C1)Cl)C(=O)NCCC2=CC=C(C=C2)S(=O)(=O)NC(=O)NC3CCCCC3,10.134,min,ZNNLBTZKUZBEKO-UHFFFAOYSA-N,[M+H]+,C23H28ClN3O5S
AU95884590,AU274104;AU274102;AU274103;AU274106;AU274105;AU274101,3652,CCN(CCCC(C)NC1=C2C=CC(=CC2=NC=C1)Cl)CCO,3.704,min,XXSMGPRMXLTPCZ-UHFFFAOYSA-N,[M+H]+,C18H26ClN3O
AU18142292,AU121202;AU121205;AU121201;AU121206;AU121204;AU121203,3676,CCN(CC)CC(=O)NC1=C(C=CC=C1C)C,4.366,min,NNJVILVZKWQKPM-UHFFFAOYSA-N,[M+H]+,C14H22N2O
AU27966258,AU272302;AU272301;AU272304;AU272303;AU272306;AU272305,3690,C1CN(P(=O)(OC1)NCCCl)CCCl,5.818,min,HOMGKSMUEGBAAB-UHFFFAOYSA-N,[M+H]+,C7H15Cl2N2O2P
AU45612337,AU150806,3696,CN(C)CCCN1C2=CC=CC=C2CCC3=CC=CC=C31,8.18,min,BCGWQEUPMDMJNV-UHFFFAOYSA-N,[M+H]+,C19H24N2
AU15671658,AU271403;AU271401;AU271404;AU271405;AU271406;AU271402,3715,CC1=C(C2=C(N1C(=O)C3=CC=C(C=C3)Cl)C=CC(=C2)OC)CC(=O)O,10.649,min,CGIGDMFJXJATDK-UHFFFAOYSA-N,[M+H]+,C19H16ClNO4
AU31597874,AU276506;AU276504;AU276502;AU276505,3730,CC(=O)N(CC(CO)O)C1=C(C(=C(C(=C1I)C(=O)NCC(CO)O)I)C(=O)NCC(CO)O)I,2.681,min,NTHXOOBQLCIOLC-UHFFFAOYSA-N,[M+H]+,C19H26I3N3O9
AU76848220,AU209403;AU209402;AU209405;AU209404,3749,CCCCC1=NC2(CCCC2)C(=O)N1CC3=CC=C(C=C3)C4=CC=CC=C4C5=NNN=N5,9.1,min,YOSHYTLCDANDAN-UHFFFAOYSA-N,[M+H]+,C25H28N6O
AU62466512,AU223002;AU223001;AU223003,3772,C1CNCCC1C(=O)N,1.382,min,DPBWFNDFMCCGGJ-UHFFFAOYSA-N,[M+H]+,C6H12N2O
AU11984157,AU223030,3772,C1CNCCC1C(=O)N,1.432,min,DPBWFNDFMCCGGJ-UHFFFAOYSA-N,[M+Na]+,C6H12N2O
